/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_20_44.wav,протянуть на один вагон
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fc1ef65-846e-11ee-ae93-c09bf4619c03.wav,осадить на один вагон
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_52_59.wav,зарядка тормозной магистрали
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3f98bbc6-846e-11ee-a454-c09bf4619c03.wav,отцепка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3faf8202-846e-11ee-b6ab-c09bf4619c03.wav,осадить на шестнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__09_53_21.wav,назад на башмак
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_05_58.wav,остановка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fbe06bd-846e-11ee-964f-c09bf4619c03.wav,вперед с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_43_52.wav,осадить на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_45_10.wav,осадить на пятнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fbd6218-846e-11ee-8591-c09bf4619c03.wav,осадить на четырнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_31_44.wav,осадить на одиннадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_04_29.wav,вперед на башмак
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_42_46.wav,отпустить
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__09_51_01.wav,сжать автосцепки
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_46_43.wav,вперед на башмак
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_48_33.wav,отцепка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fb55825-846e-11ee-8fd5-c09bf4619c03.wav,осадить на шесть вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fadd2af-846e-11ee-950a-c09bf4619c03.wav,отмена
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_35_08.wav,назад на башмак
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_39_24.wav,вышел из межвагонного пространства
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_40_32.wav,начать осаживание
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fae0005-846e-11ee-81bd-c09bf4619c03.wav,захожу в межвагонное пространство
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_24_45.wav,протянуть на четырнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_20_20.wav,вышел из межвагонного пространства
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_42_48.wav,осадить на двадцать восемь вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_59_46.wav,вперед с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_33_18.wav,вышел из межвагонного пространства
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__09_50_09.wav,начать осаживание
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_26_24.wav,вышел из межвагонного пространства
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_29_38.wav,осадить на двадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fba4832-846e-11ee-b6f1-c09bf4619c03.wav,осадить на десять вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_32_26.wav,протянуть на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_19_11.wav,захожу в межвагонное пространство
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_40_40.wav,осадить на два вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__13_03_51.wav,остановка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_27_06.wav,вперед с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_31_56.wav,протянуть на шестнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_41_25.wav,продолжаем роспуск
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_50_25.wav,протянуть на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_23_25.wav,тормозить
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__13_06_12.wav,протянуть на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/11_10_2023/2023_10_11__09_33_03.wav,продолжаем роспуск
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_27_53.wav,сжать автосцепки
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fa20ca8-846e-11ee-9535-c09bf4619c03.wav,захожу в межвагонное пространство
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_05_04.wav,назад с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_20_58.wav,остановка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3f99c81e-846e-11ee-af7b-c09bf4619c03.wav,осадить на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fac600c-846e-11ee-a936-c09bf4619c03.wav,осадить на десять вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_06_18.wav,осадить на двадцать восемь вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fbc3f22-846e-11ee-9af5-c09bf4619c03.wav,осадить на три вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fa83ab7-846e-11ee-a62e-c09bf4619c03.wav,протянуть на два вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_29_41.wav,отпустить
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_44_13.wav,вышел из межвагонного пространства
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/11_10_2023/2023_10_11__09_43_53.wav,подтверждение
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_50_53.wav,протянуть на пять вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_18_44.wav,прекратить зарядку тормозной магистрали
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__13_13_40.wav,осадить на двадцать восемь вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fa94428-846e-11ee-a9ba-c09bf4619c03.wav,протянуть на два вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_23_56.wav,захожу в межвагонное пространство
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_23_14.wav,сжать автосцепки
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_50_38.wav,протянуть на двадцать шесть вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_15_53.wav,вперед с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_28_30.wav,тормозить
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__13_12_28.wav,протянуть на двадцать восемь вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_02_37.wav,протянуть на восемнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_36_42.wav,осадить на семнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fc2a49f-846e-11ee-81cf-c09bf4619c03.wav,растянуть автосцепки
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3f9c25c3-846e-11ee-80f9-c09bf4619c03.wav,осадить на два вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_26_30.wav,вперед на башмак
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3f997323-846e-11ee-a32e-c09bf4619c03.wav,осадить на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_28_09.wav,захожу в межвагонное пространство
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fbcefa5-846e-11ee-9d6c-c09bf4619c03.wav,осадить на семь вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/11_10_2023/2023_10_11__10_12_30.wav,остановка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fa1eb71-846e-11ee-adf6-c09bf4619c03.wav,отцепка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fc2b316-846e-11ee-ad48-c09bf4619c03.wav,зарядка тормозной магистрали
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__13_07_58.wav,осадить на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_37_20.wav,назад с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_23_15.wav,начать осаживание
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fb80da8-846e-11ee-b0dd-c09bf4619c03.wav,протянуть на десять вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fb27887-846e-11ee-a16c-c09bf4619c03.wav,осадить на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_31_34.wav,отцепка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_37_33.wav,назад с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_28_41.wav,назад с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_43_10.wav,протянуть на двадцать шесть вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/11_10_2023/2023_10_11__10_13_26.wav,протянуть на три вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_46_38.wav,осадить на три вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_33_44.wav,вышел из межвагонного пространства
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_36_34.wav,остановка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_14_22.wav,протянуть на шесть вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_34_44.wav,отцепка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fa994df-846e-11ee-9e0f-c09bf4619c03.wav,зарядка тормозной магистрали
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_17_53.wav,растянуть автосцепки
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_36_57.wav,вперед с башмака
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/02_11_2023/2023_11_02__10_52_41.wav,тормозить
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3faac05c-846e-11ee-a609-c09bf4619c03.wav,осадить на шесть вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/11_10_2023/2023_10_11__09_43_30.wav,тормозить
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_35_17.wav,вперед на башмак
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3f99dc8e-846e-11ee-af0c-c09bf4619c03.wav,осадить на четыре вагона
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fbb2672-846e-11ee-aadc-c09bf4619c03.wav,осадить на шестнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/11_10_2023/2023_10_11__09_33_15.wav,назад на башмак
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fa89ffd-846e-11ee-928e-c09bf4619c03.wav,протянуть на девятнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__10_16_27.wav,осадить на десять вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fb12579-846e-11ee-a97e-c09bf4619c03.wav,осадить на девятнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_07_46.wav,протянуть на двенадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3f9fb1eb-846e-11ee-a273-c09bf4619c03.wav,осадить на пять вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fb787ef-846e-11ee-ad67-c09bf4619c03.wav,протянуть на девять вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_32_52.wav,протянуть на шестнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__09_44_59.wav,отцепка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/11_10_2023/2023_10_11__09_42_57.wav,отцепка
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_45_11.wav,протянуть на двадцать восемь вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_48_13.wav,отказ
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fb8a697-846e-11ee-8f45-c09bf4619c03.wav,протянуть на семь вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__12_37_36.wav,отмена
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__10_01_59.wav,протянуть на шестнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/15_11_2023/2023_11_15__11_42_36.wav,тормозить
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/21_11_2023/2023_11_21__13_08_16.wav,осадить на шестнадцать вагонов
/Users/daniil/Хакатоны/ЦП СВФО/Data-work/dataset_Coqui/dataset/luga_converted/03_07_2023/3fa66440-846e-11ee-b9db-c09bf4619c03.wav,протянуть на двенадцать вагонов
